loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_date,maturity_date,loan_status,outstanding_amount,default_flag
705231,101104,4,Gold,210419.93,7.05,120,2022-01-31,2031-12-10,Active,50236.24,0
705232,104680,33,Personal,359990.6,10.98,24,2025-11-02,2027-10-23,Closed,0.0,0
705233,102612,6,Home,2578373.41,9.46,240,2026-01-11,2045-09-28,Active,2397190.14,0
705234,101461,37,Personal,323182.96,13.76,12,2023-10-07,2024-10-01,Prepaid,0.0,0
705235,105758,29,Auto,1406361.87,9.67,12,2021-01-27,2022-01-22,Active,424304.8,0
705236,109671,11,Personal,261927.97,12.75,36,2023-04-27,2026-04-11,Active,111342.56,0
705237,102753,3,Personal,129989.04,14.72,60,2021-03-17,2026-02-19,Active,63334.05,0
705238,107334,3,Personal,271059.77,11.72,12,2020-02-29,2021-02-23,Active,245634.98,0
705239,106241,22,Personal,372793.78,11.84,24,2022-01-26,2024-01-16,Prepaid,0.0,0
705240,102348,16,Home,2573916.32,7.83,24,2020-03-26,2022-03-16,Closed,0.0,0
705241,106328,34,Home,1911970.66,9.42,120,2022-01-05,2031-11-14,Active,1346111.88,0
705242,109563,12,Auto,1090034.94,8.48,24,2022-02-20,2024-02-10,Active,448668.88,0
705243,109442,39,Personal,340950.28,13.15,240,2025-05-13,2045-01-28,Active,55901.11,0
705244,108523,31,Business,3030226.91,9.93,12,2022-04-28,2023-04-23,Closed,0.0,0
705245,106971,12,Home,2132006.14,5.5,24,2021-11-20,2023-11-10,Prepaid,0.0,0
705246,100827,40,Personal,156682.08,13.5,24,2025-12-19,2027-12-09,Closed,0.0,0
705247,109122,36,Auto,498305.04,10.5,60,2021-01-23,2025-12-28,Closed,0.0,0
705248,106499,7,Education,625974.83,7.66,24,2024-09-24,2026-09-14,Closed,0.0,0
705249,105091,33,Business,966004.08,12.83,60,2020-06-29,2025-06-03,Closed,0.0,0
705250,102815,7,Gold,232118.22,11.0,48,2024-07-02,2028-06-11,Closed,0.0,0
705251,104517,16,Business,2944288.26,11.91,60,2020-01-01,2024-12-05,Closed,0.0,0
705252,102763,10,Home,743389.59,8.18,12,2025-03-05,2026-02-28,Prepaid,0.0,0
705253,107042,16,Home,4116627.32,5.5,36,2020-09-11,2023-08-27,Closed,0.0,0
705254,102335,16,Business,4373441.6,10.72,48,2026-07-04,2030-06-13,Closed,0.0,0
705255,100434,22,Auto,446001.45,10.1,120,2023-04-07,2033-02-13,Active,286605.62,0
705256,103593,38,Auto,863649.75,12.39,12,2023-07-26,2024-07-20,Active,161722.1,0
705257,105589,15,Personal,194474.78,10.73,12,2025-06-07,2026-06-02,Active,73026.14,0
705258,103164,7,Auto,815933.49,12.33,60,2020-12-26,2025-11-30,Prepaid,0.0,0
705259,101131,39,Home,2167955.42,7.02,48,2020-12-17,2024-11-26,Prepaid,0.0,0
705260,108685,4,Personal,525970.62,11.6,120,2026-04-07,2036-02-14,Active,156043.94,0
705261,105347,3,Auto,504090.34,10.04,36,2026-08-17,2029-08-01,Active,318529.24,0
705262,109988,4,Business,2801193.76,12.96,180,2026-06-06,2041-03-19,Active,1197242.56,0
705263,104077,16,Auto,441196.61,8.9,240,2022-04-17,2042-01-02,Default,193698.28,1
705264,101367,18,Auto,488002.47,7.8,240,2024-10-10,2044-06-27,Prepaid,0.0,0
705265,102185,30,Auto,1285950.85,7.64,240,2024-12-31,2044-09-17,Active,824933.03,0
705266,105881,9,Personal,429489.62,12.84,12,2022-12-14,2023-12-09,Active,302007.97,0
705267,101858,27,Home,1530092.88,8.8,48,2022-05-19,2026-04-28,Active,1443745.06,0
705268,104285,5,Personal,250589.9,12.86,180,2020-01-05,2034-10-18,Active,66905.19,0
705269,101617,10,Home,2249028.16,6.77,12,2025-01-01,2025-12-27,Active,449563.14,0
705270,107859,14,Personal,228839.22,10.66,180,2026-08-04,2041-05-17,Active,136581.66,0
705271,101287,20,Personal,156691.64,12.87,12,2024-02-01,2025-01-26,Default,36811.1,1
705272,107147,12,Personal,346410.1,10.8,36,2021-02-24,2024-02-09,Closed,0.0,0
705273,104177,18,Home,1930383.45,7.88,120,2020-10-30,2030-09-08,Active,1306910.93,0
705274,109044,30,Personal,208277.7,12.78,24,2026-03-17,2028-03-06,Active,79456.52,0
705275,101122,20,Education,1107309.94,8.09,12,2020-05-09,2021-05-04,Active,200324.7,0
705276,106725,40,Auto,1014592.5,9.9,36,2023-08-27,2026-08-11,Default,240160.96,1
705277,106478,2,Personal,223916.43,15.64,36,2020-04-16,2023-04-01,Closed,0.0,0
705278,109602,38,Personal,210479.31,13.46,36,2022-08-22,2025-08-06,Active,136545.68,0
705279,109663,1,Home,2708436.18,8.4,12,2026-09-05,2027-08-31,Active,1110273.24,0
705280,104456,26,Business,2679469.92,10.35,24,2022-02-23,2024-02-13,Active,2423391.29,0
705281,100195,25,Education,1215932.38,8.67,36,2024-08-20,2027-08-05,Prepaid,0.0,0
705282,106095,32,Personal,317227.78,12.15,60,2020-07-26,2025-06-30,Active,62965.91,0
705283,101042,21,Auto,1320462.08,10.78,24,2023-09-17,2025-09-06,Closed,0.0,0
705284,100825,28,Personal,257182.64,12.63,48,2022-11-13,2026-10-23,Active,141481.75,0
705285,107267,36,Personal,233434.59,13.23,240,2025-01-13,2044-09-30,Active,35269.42,0
705286,102730,23,Home,1615870.96,6.41,12,2021-05-06,2022-05-01,Active,1241414.62,0
705287,103753,1,Personal,296043.02,13.44,48,2025-03-25,2029-03-04,Prepaid,0.0,0
705288,101736,9,Business,1688743.58,8.1,180,2021-06-18,2036-03-31,Active,575890.92,0
705289,109866,20,Auto,376494.3,10.32,84,2020-03-07,2027-01-30,Active,156959.9,0
705290,105615,36,Auto,1325417.13,8.83,36,2022-07-14,2025-06-28,Active,1012834.76,0
705291,105917,14,Gold,715295.11,12.18,60,2024-04-09,2029-03-14,Active,667869.11,0
705292,104726,21,Home,4090503.84,8.73,120,2020-12-02,2030-10-11,Active,2121803.27,0
705293,109096,4,Personal,123473.87,11.62,180,2022-11-01,2037-08-14,Active,60195.07,0
705294,106463,7,Personal,308321.8,8.3,12,2024-06-01,2025-05-27,Active,66589.22,0
705295,106148,26,Gold,282394.7,6.16,240,2025-03-14,2044-11-29,Closed,0.0,0
705296,100982,15,Gold,217998.41,10.99,60,2026-01-13,2030-12-18,Prepaid,0.0,0
705297,108292,31,Personal,319726.48,17.39,84,2021-10-09,2028-09-02,Prepaid,0.0,0
705298,104083,21,Auto,410109.84,9.3,60,2025-09-22,2030-08-27,Closed,0.0,0
705299,105781,5,Auto,819570.39,8.96,120,2022-12-14,2032-10-22,Prepaid,0.0,0
705300,104270,27,Gold,232911.2,12.28,240,2022-10-22,2042-07-09,Active,119858.52,0
705301,106785,6,Auto,626556.12,9.28,240,2020-12-21,2040-09-07,Active,271996.25,0
705302,102796,3,Home,3389554.62,7.88,180,2020-04-07,2035-01-19,Active,1696902.19,0
705303,109646,24,Home,2954725.08,10.57,48,2023-05-26,2027-05-05,Active,2513653.42,0
705304,108510,6,Home,1686448.12,8.99,60,2021-03-12,2026-02-14,Active,1458339.22,0
705305,103697,9,Gold,181248.7,12.27,60,2025-12-15,2030-11-19,Active,46467.42,0
705306,106865,9,Personal,116985.91,13.05,36,2021-07-25,2024-07-09,Active,54372.76,0
705307,104404,25,Home,2938610.74,6.45,24,2021-08-01,2023-07-22,Active,1041507.55,0
705308,107424,30,Home,1590399.4,8.76,24,2025-11-06,2027-10-27,Active,386184.88,0
705309,102510,21,Personal,276472.44,12.42,180,2025-05-04,2040-02-15,Closed,0.0,0
705310,100684,24,Personal,279891.06,13.88,60,2023-06-03,2028-05-07,Active,106327.99,0
705311,104261,33,Home,4444019.34,9.6,180,2021-03-13,2035-12-25,Closed,0.0,0
705312,102332,40,Personal,365824.94,10.93,180,2025-03-14,2039-12-26,Closed,0.0,0
705313,104957,17,Personal,323714.12,14.58,240,2025-03-02,2044-11-17,Active,143650.03,0
705314,107208,5,Home,2741555.4,7.96,36,2022-10-15,2025-09-29,Active,1833500.91,0
705315,102298,26,Education,652835.41,9.27,36,2020-11-12,2023-10-28,Active,597054.11,0
705316,104257,21,Auto,584246.37,8.72,24,2020-03-02,2022-02-20,Closed,0.0,0
705317,108151,33,Auto,496611.34,8.52,84,2022-04-04,2029-02-26,Active,453591.29,0
705318,103110,30,Gold,167649.52,11.14,60,2022-06-13,2027-05-18,Active,99003.31,0
705319,107358,38,Home,3088746.6,9.03,24,2021-08-12,2023-08-02,Active,805101.06,0
705320,100867,3,Gold,211825.72,8.24,240,2025-07-19,2045-04-05,Active,52052.84,0
705321,101413,7,Auto,628181.68,9.03,48,2024-12-16,2028-11-25,Closed,0.0,0
705322,108994,12,Business,4757129.13,9.97,24,2025-05-04,2027-04-24,Closed,0.0,0
705323,106316,22,Personal,242650.0,11.91,48,2021-10-27,2025-10-06,Closed,0.0,0
705324,102232,2,Gold,300471.03,8.49,24,2024-11-16,2026-11-06,Active,92531.96,0
705325,108519,5,Business,2744247.83,11.5,48,2020-02-28,2024-02-07,Active,1907173.22,0
705326,102540,23,Personal,190372.13,11.12,60,2024-11-02,2029-10-07,Active,79631.11,0
705327,106807,7,Gold,305854.59,9.36,180,2022-12-30,2037-10-12,Active,228091.16,0
705328,104279,26,Gold,197080.22,8.47,180,2025-04-02,2040-01-14,Active,40972.57,0
705329,101610,31,Personal,158455.88,13.84,84,2025-09-25,2032-08-19,Prepaid,0.0,0
705330,109157,21,Auto,812015.14,11.02,84,2023-02-01,2029-12-26,Active,475215.61,0
705331,107802,3,Home,1350865.08,9.21,36,2024-09-15,2027-08-31,Closed,0.0,0
705332,102335,31,Education,521992.49,8.77,84,2021-12-26,2028-11-19,Active,492221.39,0
705333,100041,27,Personal,377303.05,14.02,240,2020-03-22,2039-12-08,Active,281861.58,0
705334,109705,31,Auto,586687.27,10.18,120,2022-07-13,2032-05-21,Default,314316.44,1
705335,103756,26,Personal,184207.9,11.17,60,2020-10-12,2025-09-16,Active,76307.35,0
705336,100438,24,Education,454907.75,5.5,120,2024-09-20,2034-07-30,Active,207346.91,0
705337,100843,9,Auto,1238260.34,9.04,240,2025-04-22,2045-01-07,Closed,0.0,0
705338,104258,20,Auto,651608.42,9.79,48,2023-11-27,2027-11-06,Closed,0.0,0
705339,101587,35,Personal,243928.97,11.36,60,2021-01-25,2025-12-30,Active,212483.21,0
705340,100586,40,Business,1638728.53,10.65,36,2020-10-25,2023-10-10,Active,345721.22,0
705341,109144,37,Personal,141628.24,16.65,36,2023-04-25,2026-04-09,Active,65605.49,0
705342,107065,8,Business,1611400.91,8.8,120,2023-12-08,2033-10-16,Active,876002.82,0
705343,108847,26,Business,2101243.49,12.79,60,2020-02-21,2025-01-25,Prepaid,0.0,0
705344,104440,21,Gold,337994.49,8.59,36,2021-10-11,2024-09-25,Active,304499.78,0
705345,109811,35,Gold,219963.07,10.31,36,2020-11-01,2023-10-17,Closed,0.0,0
705346,106559,29,Gold,395761.51,7.43,84,2021-03-20,2028-02-12,Active,366949.49,0
705347,107501,19,Business,2775216.07,9.4,120,2022-06-10,2032-04-18,Closed,0.0,0
705348,106256,16,Auto,379611.7,7.33,24,2021-10-17,2023-10-07,Prepaid,0.0,0
705349,100285,22,Business,1962039.58,11.42,60,2023-10-30,2028-10-03,Active,1502588.72,0
705350,104173,17,Gold,155426.32,11.52,36,2024-01-27,2027-01-11,Prepaid,0.0,0
705351,106454,20,Personal,365567.55,14.14,240,2026-06-27,2046-03-14,Closed,0.0,0
705352,107399,7,Personal,334600.53,13.47,48,2023-09-26,2027-09-05,Closed,0.0,0
705353,107344,4,Business,2245990.29,8.4,36,2024-06-13,2027-05-29,Active,2025118.73,0
705354,101112,2,Personal,203527.69,12.82,48,2020-02-20,2024-01-30,Active,161724.45,0
705355,103522,8,Business,1690181.94,14.05,240,2025-07-17,2045-04-03,Active,1114592.32,0
705356,104641,33,Personal,635889.89,14.67,36,2024-10-20,2027-10-05,Active,115409.63,0
705357,101543,7,Education,465789.28,8.03,48,2021-05-02,2025-04-11,Active,291183.61,0
705358,109096,4,Personal,271336.43,14.21,24,2026-05-19,2028-05-08,Active,69875.25,0
705359,109569,8,Personal,214254.64,12.01,36,2024-01-11,2026-12-26,Active,193300.74,0
705360,103854,31,Personal,106282.37,12.74,24,2024-08-23,2026-08-13,Active,37813.27,0
705361,108456,29,Personal,76979.09,14.66,12,2022-07-26,2023-07-21,Active,69646.34,0
705362,104983,38,Home,2798367.42,6.6,12,2020-03-10,2021-03-05,Active,1723881.71,0
705363,103921,37,Personal,279151.51,9.94,48,2023-12-01,2027-11-10,Closed,0.0,0
705364,107013,38,Personal,276159.92,15.01,120,2022-02-21,2031-12-31,Active,60244.37,0
705365,106452,13,Auto,1004318.22,11.06,48,2024-04-04,2028-03-14,Active,310602.76,0
705366,103163,13,Auto,1390317.25,11.79,12,2024-06-11,2025-06-06,Active,1146130.03,0
705367,106591,17,Personal,265213.74,12.68,180,2026-01-11,2040-10-24,Active,233307.01,0
705368,109784,2,Home,1605014.25,7.32,60,2021-08-12,2026-07-17,Active,1376944.15,0
705369,100489,17,Auto,448712.27,8.8,36,2025-05-20,2028-05-04,Active,247549.88,0
705370,104318,25,Business,1090246.92,12.76,120,2021-12-09,2031-10-18,Active,441688.71,0
705371,107111,5,Home,1735803.44,9.06,48,2026-01-26,2030-01-05,Active,451590.77,0
705372,100366,33,Business,950788.43,10.31,48,2022-04-29,2026-04-08,Active,883549.74,0
705373,104785,18,Auto,483768.51,11.91,24,2020-09-12,2022-09-02,Active,176529.32,0
705374,101563,11,Personal,250023.15,12.07,12,2020-05-25,2021-05-20,Active,100451.62,0
705375,100989,38,Home,3402768.78,6.56,240,2023-12-16,2043-09-02,Active,1781471.02,0
705376,106933,35,Personal,343636.44,12.36,24,2021-03-02,2023-02-20,Active,289329.34,0
705377,109452,28,Gold,274282.1,9.82,120,2020-07-25,2030-06-03,Closed,0.0,0
705378,101064,23,Business,1807026.17,13.36,48,2020-12-27,2024-12-06,Active,1356008.02,0
705379,102576,5,Education,1020060.96,8.23,36,2022-12-11,2025-11-25,Active,888140.65,0
705380,103423,26,Personal,121260.57,13.24,84,2025-06-27,2032-05-21,Default,24893.15,1
705381,105172,18,Education,234941.25,8.2,36,2021-03-05,2024-02-18,Closed,0.0,0
705382,102394,35,Auto,634694.13,8.09,12,2024-10-20,2025-10-15,Active,207880.16,0
705383,104452,11,Auto,396555.54,9.89,24,2026-02-24,2028-02-14,Active,256250.81,0
705384,108021,6,Personal,94512.03,9.83,240,2023-04-07,2042-12-23,Closed,0.0,0
705385,107560,20,Personal,589579.85,13.42,36,2021-09-06,2024-08-21,Active,299570.66,0
705386,101782,18,Gold,366688.59,8.13,36,2026-01-15,2028-12-30,Active,186308.83,0
705387,101181,9,Education,504372.43,9.42,60,2022-09-21,2027-08-26,Closed,0.0,0
705388,101956,9,Auto,322713.92,6.36,36,2022-06-04,2025-05-19,Active,96596.32,0
705389,100012,14,Personal,287214.77,10.92,36,2024-07-13,2027-06-28,Prepaid,0.0,0
705390,108349,3,Education,440500.78,6.79,60,2021-09-16,2026-08-21,Active,385146.84,0
705391,106046,27,Education,464733.19,6.08,48,2022-10-13,2026-09-22,Active,220452.24,0
705392,109328,23,Personal,251640.77,10.83,36,2024-05-05,2027-04-20,Active,137006.7,0
705393,100291,3,Home,2467567.65,8.52,24,2024-09-05,2026-08-26,Active,562775.74,0
705394,108933,12,Auto,346412.49,8.29,120,2020-05-03,2030-03-12,Closed,0.0,0
705395,106445,18,Home,3157530.01,6.87,240,2023-09-03,2043-05-21,Active,1778069.33,0
705396,102170,29,Home,2621627.59,8.71,240,2024-02-03,2043-10-21,Active,673657.4,0
705397,103988,4,Personal,139941.74,10.96,60,2026-04-02,2031-03-07,Active,43056.67,0
705398,100874,7,Personal,99480.38,12.45,60,2026-07-04,2031-06-08,Active,48961.43,0
705399,109336,18,Personal,231045.65,15.03,180,2025-02-01,2039-11-15,Active,113930.9,0
705400,100465,21,Business,1828761.6,11.09,36,2021-05-10,2024-04-24,Active,439312.82,0
705401,108815,21,Personal,248213.07,14.5,120,2025-09-04,2035-07-14,Active,45481.47,0
705402,106653,28,Gold,246040.01,10.39,48,2026-01-12,2029-12-22,Prepaid,0.0,0
705403,102986,3,Personal,279288.2,12.85,48,2021-12-14,2025-11-23,Active,139308.19,0
705404,101832,3,Home,2848538.98,8.4,120,2026-03-10,2036-01-17,Active,988693.63,0
705405,101579,10,Business,1268303.86,8.45,120,2020-07-01,2030-05-10,Closed,0.0,0
705406,101530,5,Auto,872597.55,8.29,36,2022-03-10,2025-02-22,Active,623361.21,0
705407,108739,28,Home,3083583.88,8.77,180,2022-12-09,2037-09-21,Prepaid,0.0,0
705408,104437,29,Personal,298435.83,11.92,48,2021-05-05,2025-04-14,Prepaid,0.0,0
705409,100405,6,Personal,277147.48,13.06,120,2020-11-04,2030-09-13,Prepaid,0.0,0
705410,105420,15,Business,1559985.54,12.66,12,2024-02-19,2025-02-13,Active,598260.45,0
705411,101787,19,Home,2373589.5,9.16,180,2021-05-25,2036-03-07,Active,1122220.28,0
705412,103453,23,Home,4603722.02,9.64,48,2022-06-27,2026-06-06,Prepaid,0.0,0
705413,102294,6,Gold,335065.04,11.89,240,2024-05-07,2044-01-23,Active,117361.42,0
705414,103108,20,Home,2589285.56,10.5,12,2026-04-21,2027-04-16,Active,1550904.79,0
705415,108346,35,Home,2381764.49,9.1,60,2023-01-05,2027-12-10,Active,776119.39,0
705416,105566,19,Personal,297394.44,15.59,84,2023-11-16,2030-10-10,Active,245081.0,0
705417,101173,14,Business,5163978.26,12.13,36,2022-02-13,2025-01-28,Active,3210565.21,0
705418,103005,17,Gold,441288.51,12.8,60,2025-09-03,2030-08-08,Prepaid,0.0,0
705419,106887,7,Personal,195061.18,12.72,36,2021-07-17,2024-07-01,Active,161586.65,0
705420,105484,5,Personal,181785.79,12.26,24,2022-01-27,2024-01-17,Active,162533.16,0
705421,101658,9,Gold,286100.99,10.61,240,2025-06-17,2045-03-04,Active,270462.13,0
705422,100944,4,Auto,625378.95,12.36,12,2022-12-13,2023-12-08,Active,320958.1,0
705423,103945,21,Home,2168643.64,10.43,24,2026-06-02,2028-05-22,Active,1158678.78,0
705424,104352,22,Home,2203373.32,6.35,12,2023-04-19,2024-04-13,Active,973461.74,0
705425,101960,4,Business,897479.93,11.88,48,2021-05-22,2025-05-01,Active,248137.54,0
705426,102520,5,Home,1473385.96,9.45,36,2022-03-10,2025-02-22,Active,1208432.62,0
705427,104561,27,Personal,317652.38,10.64,48,2025-02-06,2029-01-16,Active,144708.91,0
705428,100128,37,Business,2068448.26,11.63,120,2020-07-23,2030-06-01,Active,373705.51,0
705429,107140,21,Education,485135.9,8.12,120,2021-12-22,2031-10-31,Active,404799.05,0
705430,102229,30,Business,1242156.97,10.99,180,2022-10-08,2037-07-21,Active,1079956.41,0
705431,106205,27,Personal,322417.98,10.45,48,2023-10-27,2027-10-06,Closed,0.0,0
705432,101544,39,Education,1082278.01,7.69,60,2020-01-05,2024-12-09,Active,194304.66,0
705433,109824,34,Business,1365719.99,11.95,180,2023-12-06,2038-09-18,Active,271003.07,0
705434,104534,35,Personal,288703.82,12.4,180,2023-10-07,2038-07-20,Active,271997.36,0
705435,108190,6,Auto,812736.79,9.32,60,2021-09-03,2026-08-08,Active,424419.25,0
705436,105246,10,Gold,396513.53,10.86,12,2021-10-25,2022-10-20,Active,286278.22,0
705437,106472,4,Gold,264157.88,10.28,12,2021-08-06,2022-08-01,Active,195226.67,0
705438,109557,8,Business,1001879.69,12.6,36,2022-04-26,2025-04-10,Active,857658.37,0
705439,104853,3,Auto,694569.89,9.31,12,2023-12-22,2024-12-16,Active,644399.87,0
705440,109903,2,Education,559829.71,9.55,36,2022-01-08,2024-12-23,Prepaid,0.0,0
705441,103349,5,Education,854389.79,8.32,60,2025-11-17,2030-10-22,Closed,0.0,0
705442,100753,27,Business,1464772.13,10.57,240,2022-09-19,2042-06-06,Closed,0.0,0
705443,109292,25,Auto,663270.97,7.96,240,2020-10-09,2040-06-26,Prepaid,0.0,0
705444,102006,36,Home,3176120.26,6.41,36,2021-05-27,2024-05-11,Active,2364642.49,0
705445,108076,17,Business,3379161.46,10.33,120,2023-10-02,2033-08-10,Active,1811223.81,0
705446,105997,21,Business,2860017.18,11.32,120,2025-07-11,2035-05-20,Default,1357313.69,1
705447,100536,40,Home,1642587.24,7.96,60,2021-12-17,2026-11-21,Default,360559.62,1
705448,104671,14,Personal,287393.62,11.55,36,2024-04-26,2027-04-11,Active,90282.39,0
705449,108376,23,Auto,486720.23,7.92,48,2025-12-16,2029-11-25,Closed,0.0,0
705450,104903,23,Business,1392151.76,12.45,120,2024-05-12,2034-03-21,Closed,0.0,0
705451,108435,7,Personal,221912.03,13.93,60,2024-11-08,2029-10-13,Active,70219.02,0
705452,108578,38,Gold,347895.79,7.84,120,2023-07-12,2033-05-20,Active,109539.69,0
705453,104238,38,Auto,450578.06,9.49,24,2023-07-24,2025-07-13,Active,270219.01,0
705454,105284,21,Home,2537706.4,8.0,48,2021-02-19,2025-01-29,Active,2367914.15,0
705455,104467,9,Personal,149494.58,13.65,48,2023-05-05,2027-04-14,Active,28757.22,0
705456,107180,11,Auto,477417.62,10.83,36,2023-04-30,2026-04-14,Closed,0.0,0
705457,106555,16,Personal,462572.71,12.0,240,2021-03-02,2040-11-17,Active,390930.14,0
705458,108224,28,Home,2113694.12,8.2,120,2025-08-04,2035-06-13,Closed,0.0,0
705459,102242,17,Home,3666263.17,10.52,84,2024-07-12,2031-06-06,Active,1953846.58,0
705460,107793,26,Personal,473244.53,15.13,120,2023-10-04,2033-08-12,Active,349286.72,0
705461,105809,30,Gold,198828.49,9.2,120,2020-11-12,2030-09-21,Closed,0.0,0
705462,105005,15,Gold,240561.02,8.51,60,2025-10-29,2030-10-03,Closed,0.0,0
705463,109880,21,Business,1486592.96,11.95,36,2024-06-25,2027-06-10,Active,313113.65,0
705464,102789,7,Gold,259925.58,11.96,48,2023-08-23,2027-08-02,Active,70772.58,0
705465,102939,15,Personal,315620.46,14.01,60,2020-07-09,2025-06-13,Active,95912.82,0
705466,102648,9,Personal,207795.12,11.99,48,2020-06-22,2024-06-01,Active,179682.73,0
705467,101240,25,Education,621460.08,8.18,36,2023-12-07,2026-11-21,Prepaid,0.0,0
705468,108055,30,Business,691012.06,10.42,60,2026-03-15,2031-02-17,Default,234824.26,1
705469,103565,28,Home,1884094.78,6.85,240,2023-05-03,2043-01-18,Active,478557.47,0
705470,102191,13,Education,705577.99,7.42,60,2023-08-25,2028-07-29,Prepaid,0.0,0
705471,104086,37,Gold,472086.21,9.6,36,2021-09-29,2024-09-13,Active,195938.19,0
705472,101007,23,Home,1954157.45,6.17,84,2020-01-30,2026-12-24,Active,1426532.11,0
705473,103191,13,Personal,241526.61,12.54,12,2025-10-15,2026-10-10,Prepaid,0.0,0
705474,100868,4,Education,473665.59,7.38,36,2026-06-11,2029-05-26,Closed,0.0,0
705475,105564,22,Personal,470195.78,12.11,120,2023-08-17,2033-06-25,Active,291335.31,0
705476,103716,28,Auto,473605.46,8.05,60,2020-02-28,2025-02-01,Closed,0.0,0
705477,105079,33,Personal,283828.64,14.38,24,2021-08-08,2023-07-29,Active,157799.26,0
705478,106335,25,Auto,487170.88,10.38,48,2024-10-01,2028-09-10,Closed,0.0,0
705479,107314,21,Personal,240615.43,13.99,180,2024-11-19,2039-09-02,Active,110875.76,0
705480,100909,22,Home,3566772.99,9.12,12,2020-07-18,2021-07-13,Closed,0.0,0
705481,101663,3,Personal,174678.66,10.68,48,2024-11-16,2028-10-26,Closed,0.0,0
705482,109883,12,Business,1364646.54,12.63,48,2022-01-13,2025-12-23,Active,1099323.45,0
705483,101142,17,Home,919860.15,8.3,180,2022-07-14,2037-04-26,Prepaid,0.0,0
